,Label,X,Y,x,y
225,regular,0.0265625,0.078125,0.5421875,0.55
226,regular,0.0265625,0.1078125,0.5328125,0.5984375
227,regular,0.0265625,0.13125,0.16875,0.2578125
228,regular,0.0265625,0.159375,0.5484375,0.5375
229,regular,0.0265625,0.1609375,0.5515625,0.5546875
230,regular,0.0265625,0.196875,0.3765625,0.7125
231,regular,0.0265625,0.2015625,0.4203125,0.7265625
232,regular,0.0265625,0.2875,0.4859375,0.809375
233,regular,0.0265625,0.309375,0.5265625,0.80625
234,regular,0.0265625,0.3296875,0.5359375,0.8171875
235,regular,0.0265625,0.4671875,0.5203125,0.7578125
236,regular,0.0265625,0.4796875,0.4265625,0.7265625
237,regular,0.0265625,0.4,0.4359375,0.925
238,regular,0.0265625,0.5640625,0.16875,0.6875
239,regular,0.0265625,0.7375,0.5078125,0.996875
240,regular,0.0265625,0.83125,0.15,0.91875
241,regular,0.028125,0.146875,0.553125,0.553125
242,regular,0.028125,0.1,0.1375,0.2203125
243,regular,0.028125,0.240625,0.365625,0.753125
244,regular,0.028125,0.2671875,0.54375,0.6234375
245,regular,0.028125,0.309375,0.446875,0.834375
246,regular,0.028125,0.3234375,0.45,0.8484375
247,regular,0.028125,0.3625,0.134375,0.528125
248,regular,0.028125,0.36875,0.409375,0.890625
249,regular,0.028125,0.409375,0.4875,0.93125
250,regular,0.028125,0.465625,0.55,0.915625
251,regular,0.028125,0.48125,0.46875,0.928125
252,regular,0.028125,0.603125,0.5125,0.865625
253,regular,0.028125,0.6203125,0.53125,0.9359375
254,regular,0.028125,0.7203125,0.1640625,0.86875
255,regular,0.0296875,0.009375,0.5515625,0.390625
256,regular,0.0296875,0.0765625,0.16875,0.19375
257,regular,0.0296875,0.1109375,0.5359375,0.4296875
258,regular,0.0296875,0.2140625,0.4984375,0.7328125
259,regular,0.0296875,0.221875,0.4796875,0.584375
260,regular,0.0296875,0.2484375,0.2203125,0.484375
261,regular,0.0296875,0.2859375,0.4640625,0.8109375
262,regular,0.0296875,0.290625,0.3859375,0.80625
263,regular,0.0296875,0.2953125,0.184375,0.4703125
264,regular,0.0296875,0.321875,0.1421875,0.4734375
265,regular,0.0296875,0.3453125,0.471875,0.775
266,regular,0.0296875,0.3828125,0.5203125,0.8890625
267,regular,0.0296875,0.503125,0.153125,0.640625
268,regular,0.0296875,0.515625,0.5546875,0.925
269,regular,0.0296875,0.5546875,0.165625,0.696875
270,regular,0.0296875,0.6703125,0.15625,0.809375
271,regular,0.0296875,0.7265625,0.140625,0.8625
272,regular,0.0296875,0.8015625,0.2515625,0.965625
273,regular,0.03125,0.0328125,0.415625,0.40625
274,regular,0.03125,0.0609375,0.54375,0.3984375
275,regular,0.03125,0.06875,0.553125,0.51875
276,regular,0.03125,0.153125,0.484375,0.675
277,regular,0.03125,0.15,0.478125,0.5875
278,regular,0.03125,0.165625,0.409375,0.6875
279,regular,0.03125,0.178125,0.271875,0.3515625
280,regular,0.03125,0.2171875,0.553125,0.6765625
281,regular,0.03125,0.2359375,0.1375,0.3859375
282,regular,0.03125,0.3421875,0.459375,0.8671875
283,regular,0.03125,0.3625,0.2234375,0.5609375
284,regular,0.03125,0.36875,0.478125,0.89375
285,regular,0.03125,0.3734375,0.275,0.8484375
286,regular,0.03125,0.4171875,0.45,0.6984375
287,regular,0.03125,0.5609375,0.534375,0.8765625
288,regular,0.03125,0.5625,0.515625,0.83125
289,regular,0.03125,0.6296875,0.1703125,0.775
290,regular,0.03125,0.7109375,0.50625,0.9578125
291,regular,0.0328125,0.059375,0.4890625,0.44375
292,regular,0.0328125,0.084375,0.3859375,0.6
293,regular,0.0328125,0.09375,0.5578125,0.509375
294,regular,0.0328125,0.25,0.1609375,0.3515625
295,regular,0.0328125,0.26875,0.18125,0.4109375
296,regular,0.0328125,0.3296875,0.153125,0.4921875
297,regular,0.0328125,0.3421875,0.15625,0.446875
298,regular,0.0328125,0.4703125,0.4953125,0.9890625
299,regular,0.0328125,0.5171875,0.178125,0.6625
300,regular,0.0328125,0.8890625,0.159375,0.9828125
301,regular,0.034375,0.05625,0.525,0.559375
302,regular,0.034375,0.1046875,0.553125,0.5671875
303,regular,0.034375,0.1484375,0.3375,0.6484375
304,regular,0.034375,0.159375,0.453125,0.684375
305,regular,0.034375,0.2296875,0.559375,0.6703125
306,regular,0.034375,0.246875,0.465625,0.771875
307,regular,0.034375,0.25625,0.1796875,0.4078125
308,regular,0.034375,0.2640625,0.4875,0.7859375
309,regular,0.034375,0.28125,0.2125,0.4984375
310,regular,0.034375,0.359375,0.55,0.83125
311,regular,0.034375,0.3671875,0.1703125,0.51875
312,regular,0.034375,0.5015625,0.54375,0.9859375
313,regular,0.034375,0.659375,0.378125,0.9984375
314,regular,0.034375,0.7,0.2015625,0.9234375
315,regular,0.0359375,0.1453125,0.4671875,0.4546875
316,regular,0.0359375,0.2390625,0.175,0.3625
317,regular,0.0359375,0.309375,0.5609375,0.746875
318,regular,0.0359375,0.3203125,0.4921875,0.8421875
319,regular,0.0359375,0.33125,0.15,0.4546875
320,regular,0.0359375,0.35625,0.3609375,0.6828125
321,regular,0.0359375,0.38125,0.1640625,0.5421875
322,regular,0.0359375,0.409375,0.3015625,0.89375
323,regular,0.0359375,0.4375,0.5296875,0.940625
324,regular,0.0359375,0.4703125,0.5546875,0.9390625
325,regular,0.0359375,0.471875,0.240625,0.6734375
326,regular,0.0359375,0.825,0.1703125,0.9640625
327,regular,0.0375,0.0328125,0.46875,0.5578125
328,regular,0.0375,0.0390625,0.475,0.5640625
329,regular,0.0375,0.3078125,0.121875,0.4390625
330,regular,0.0375,0.309375,0.1203125,0.4359375
331,regular,0.0375,0.334375,0.5,0.853125
332,regular,0.0375,0.3625,0.540625,0.859375
333,regular,0.0375,0.3828125,0.4625,0.9078125
334,regular,0.0375,0.3828125,0.509375,0.6234375
335,regular,0.0375,0.4578125,0.5625,0.8578125
336,regular,0.0375,0.465625,0.553125,0.821875
337,regular,0.0375,0.6453125,0.1515625,0.76875
338,regular,0.0375,0.7921875,0.1953125,0.95
339,regular,0.0390625,0.0015625,0.5640625,0.4140625
340,regular,0.0390625,0.1046875,0.5234375,0.3703125
341,regular,0.0390625,0.1,0.19375,0.25
342,regular,0.0390625,0.2015625,0.3046875,0.6859375
343,regular,0.0390625,0.21875,0.203125,0.3828125
344,regular,0.0390625,0.2390625,0.5515625,0.5796875
345,regular,0.0390625,0.328125,0.1828125,0.4765625
346,regular,0.0390625,0.3578125,0.5421875,0.8546875
347,regular,0.0390625,0.4078125,0.5203125,0.6640625
348,regular,0.0390625,0.4734375,0.4953125,0.8796875
349,regular,0.0390625,0.496875,0.15625,0.6265625
350,regular,0.0390625,0.5015625,0.1703125,0.646875
351,regular,0.0390625,0.509375,0.5515625,0.990625
352,regular,0.0390625,0.5453125,0.184375,0.6828125
353,regular,0.0390625,0.696875,0.1890625,0.8359375
354,regular,0.0390625,0.7640625,0.196875,0.8984375
355,regular,0.040625,0.075,0.53125,0.58125
356,regular,0.040625,0.0765625,0.459375,0.6015625
357,regular,0.040625,0.1046875,0.55,0.5890625
358,regular,0.040625,0.175,0.3109375,0.409375
359,regular,0.040625,0.1765625,0.54375,0.6703125
360,regular,0.040625,0.196875,0.540625,0.69375
361,regular,0.040625,0.1,0.1765625,0.2046875
362,regular,0.040625,0.215625,0.54375,0.528125
363,regular,0.040625,0.28125,0.553125,0.759375
364,regular,0.040625,0.2921875,0.3671875,0.7171875
365,regular,0.040625,0.2921875,0.54375,0.7890625
366,regular,0.040625,0.35,0.54375,0.659375
367,regular,0.040625,0.371875,0.20625,0.5359375
368,regular,0.040625,0.409375,0.565625,0.83125
369,regular,0.040625,0.44375,0.540625,0.75
370,regular,0.040625,0.45,0.340625,0.946875
371,regular,0.040625,0.4,0.565625,0.821875
372,regular,0.040625,0.5125,0.2015625,0.675
373,regular,0.0421875,0.021875,0.5640625,0.409375
374,regular,0.0421875,0.14375,0.4046875,0.6625
375,regular,0.0421875,0.178125,0.5640625,0.63125
376,regular,0.0421875,0.1,0.196875,0.2484375
377,regular,0.0421875,0.2765625,0.5640625,0.7359375
378,regular,0.0421875,0.2890625,0.5578125,0.6421875
379,regular,0.0421875,0.2921875,0.3890625,0.8046875
380,regular,0.0421875,0.3296875,0.3984375,0.8453125
381,regular,0.0421875,0.334375,0.2953125,0.8125
382,regular,0.0421875,0.3484375,0.5546875,0.8296875
383,regular,0.0421875,0.3734375,0.4046875,0.8921875
384,regular,0.0421875,0.46875,0.159375,0.6296875
385,regular,0.0421875,0.4765625,0.353125,0.7671875
386,regular,0.0421875,0.4765625,0.3734375,0.8046875
387,regular,0.0421875,0.4984375,0.36875,0.8796875
388,regular,0.0421875,0.5015625,0.5546875,0.9796875
389,regular,0.0421875,0.515625,0.18125,0.6625
390,regular,0.0421875,0.5421875,0.19375,0.6984375
391,regular,0.0421875,0.5484375,0.2,0.6921875
392,regular,0.0421875,0.55,0.1828125,0.7390625
393,regular,0.0421875,0.7953125,0.18125,0.9015625
394,regular,0.04375,0.003125,0.55,0.325
395,regular,0.04375,0.078125,0.14375,0.2375
396,regular,0.04375,0.1109375,0.534375,0.3921875
397,regular,0.04375,0.1328125,0.2390625,0.3625
398,regular,0.04375,0.134375,0.4140625,0.51875
399,regular,0.04375,0.1890625,0.20625,0.3421875
400,regular,0.04375,0.2125,0.4125,0.73125
401,regular,0.04375,0.225,0.196875,0.3875
402,regular,0.04375,0.2515625,0.56875,0.6890625
403,regular,0.04375,0.3125,0.56875,0.725
404,regular,0.04375,0.3546875,0.5375,0.8578125
405,regular,0.04375,0.38125,0.55625,0.859375
406,regular,0.04375,0.46875,0.56875,0.8625
407,regular,0.04375,0.553125,0.56875,0.975
408,regular,0.04375,0.5625,0.56875,0.98125
409,regular,0.0453125,0.015625,0.4609375,0.540625
410,regular,0.0453125,0.0734375,0.5328125,0.5796875
411,regular,0.0453125,0.0734375,0.5703125,0.4921875
412,regular,0.0453125,0.1015625,0.5703125,0.5484375
413,regular,0.0453125,0.128125,0.4359375,0.653125
414,regular,0.0453125,0.175,0.5703125,0.578125
415,regular,0.0453125,0.190625,0.3765625,0.7
416,regular,0.0453125,0.2859375,0.203125,0.440625
417,regular,0.0453125,0.371875,0.1796875,0.5265625
418,regular,0.0453125,0.415625,0.184375,0.5890625
419,regular,0.0453125,0.603125,0.384375,0.9
420,regular,0.046875,0.05625,0.44375,0.58125
421,regular,0.046875,0.0578125,0.559375,0.5359375
422,regular,0.046875,0.09375,0.4125,0.4578125
423,regular,0.046875,0.115625,0.3875,0.628125
424,regular,0.046875,0.15,0.3125,0.559375
425,regular,0.046875,0.25625,0.540625,0.759375
426,regular,0.046875,0.30625,0.571875,0.703125
427,regular,0.046875,0.31875,0.384375,0.83125
428,regular,0.046875,0.334375,0.3984375,0.81875
429,regular,0.046875,0.36875,0.465625,0.89375
430,regular,0.046875,0.378125,0.525,0.63125
431,regular,0.046875,0.3875,0.403125,0.903125
432,regular,0.046875,0.3921875,0.540625,0.8953125
433,regular,0.046875,0.4015625,0.209375,0.5703125
434,regular,0.046875,0.4078125,0.1609375,0.5703125
435,regular,0.046875,0.425,0.328125,0.915625
436,regular,0.046875,0.4640625,0.4875,0.9890625
437,regular,0.046875,0.6203125,0.2453125,0.821875
438,regular,0.046875,0.6296875,0.55,0.9390625
439,regular,0.046875,0.6875,0.296875,0.925
440,regular,0.046875,0.7390625,0.1671875,0.8375
441,regular,0.046875,0.7484375,0.1921875,0.8625
442,regular,0.046875,0.7828125,0.1578125,0.9015625
443,regular,0.0484375,0.059375,0.5640625,0.415625
444,regular,0.0484375,0.0875,0.196875,0.2390625
445,regular,0.0484375,0.125,0.5734375,0.55625
446,regular,0.0484375,0.1796875,0.19375,0.3203125
447,regular,0.0484375,0.2015625,0.5578125,0.6890625
448,regular,0.0484375,0.2484375,0.1578125,0.39375
449,regular,0.0484375,0.2640625,0.5453125,0.7640625
450,regular,0.0484375,0.26875,0.1875,0.41875
451,regular,0.0484375,0.28125,0.4984375,0.6375
452,regular,0.0484375,0.2875,0.4484375,0.8125
453,regular,0.0484375,0.3390625,0.5640625,0.8140625
454,regular,0.0484375,0.340625,0.5390625,0.846875
455,regular,0.0515625,0.0171875,0.5578125,0.5046875
456,regular,0.0515625,0.034375,0.4984375,0.475
457,regular,0.0515625,0.0421875,0.5703125,0.5046875
458,regular,0.0515625,0.0515625,0.5484375,0.3421875
459,regular,0.0515625,0.05,0.1984375,0.2015625
460,regular,0.0515625,0.096875,0.5765625,0.509375
461,regular,0.0515625,0.1671875,0.171875,0.30625
462,regular,0.0515625,0.215625,0.2546875,0.38125
463,regular,0.0515625,0.2296875,0.5765625,0.6265625
464,regular,0.0515625,0.2890625,0.2640625,0.4453125
465,regular,0.0515625,0.2890625,0.4140625,0.634375
466,regular,0.0515625,0.30625,0.4203125,0.759375
467,regular,0.0515625,0.315625,0.5421875,0.821875
468,regular,0.0515625,0.409375,0.1765625,0.5390625
469,regular,0.0515625,0.428125,0.5390625,0.7
470,regular,0.0515625,0.4359375,0.5203125,0.9546875
471,regular,0.0515625,0.4609375,0.1875,0.5859375
472,regular,0.0515625,0.534375,0.2,0.6734375
473,regular,0.0515625,0.534375,0.5734375,0.99375
474,regular,0.0515625,0.6125,0.271875,0.8375
475,regular,0.053125,0.0453125,0.40625,0.5609375
476,regular,0.053125,0.128125,0.56875,0.48125
477,regular,0.053125,0.2484375,0.578125,0.6703125
478,regular,0.053125,0.284375,0.575,0.671875
479,regular,0.053125,0.4125,0.375,0.91875
480,regular,0.053125,0.4734375,0.346875,0.9703125
481,regular,0.053125,0.521875,0.290625,0.99375
482,regular,0.053125,0.8515625,0.15,0.978125
483,regular,0.0546875,0.0765625,0.3640625,0.5796875
484,regular,0.0546875,0.1328125,0.5484375,0.4171875
485,regular,0.0546875,0.1359375,0.234375,0.3546875
486,regular,0.0546875,0.171875,0.5640625,0.659375
487,regular,0.0546875,0.175,0.5328125,0.690625
488,regular,0.0546875,0.1984375,0.3953125,0.7109375
489,regular,0.0546875,0.203125,0.159375,0.33125
490,regular,0.0546875,0.3421875,0.4234375,0.8609375
491,regular,0.0546875,0.3734375,0.221875,0.540625
492,regular,0.0546875,0.4359375,0.5109375,0.8390625
493,regular,0.0546875,0.45625,0.5609375,0.94375
494,regular,0.0546875,0.48125,0.4015625,0.928125
495,regular,0.0546875,0.5171875,0.5796875,0.9578125
496,regular,0.0546875,0.634375,0.190625,0.7578125
497,regular,0.0546875,0.80625,0.190625,0.953125
498,regular,0.05625,0.0078125,0.55625,0.5046875
499,regular,0.05625,0.0453125,0.409375,0.5609375
500,regular,0.05625,0.046875,0.53125,0.29375
501,regular,0.05625,0.0609375,0.540625,0.5703125
502,regular,0.05625,0.1265625,0.478125,0.6515625
503,regular,0.05625,0.2296875,0.55,0.7328125
504,regular,0.05625,0.29375,0.3625,0.79375
505,regular,0.05625,0.3546875,0.58125,0.7953125
506,regular,0.05625,0.375,0.58125,0.76875
507,regular,0.05625,0.4484375,0.58125,0.8421875
508,regular,0.05625,0.453125,0.575,0.91875
509,regular,0.05625,0.45625,0.55625,0.953125
510,regular,0.05625,0.4796875,0.525,0.9984375
511,regular,0.05625,0.5125,0.2640625,0.74375
512,regular,0.05625,0.61875,0.565625,0.953125
513,regular,0.0578125,0.05625,0.5734375,0.403125
514,regular,0.0578125,0.071875,0.16875,0.196875
515,regular,0.0578125,0.0796875,0.4546875,0.5359375
516,regular,0.0578125,0.0953125,0.225,0.2640625
517,regular,0.0578125,0.134375,0.5703125,0.615625
518,regular,0.0578125,0.1390625,0.1984375,0.284375
519,regular,0.0578125,0.1609375,0.2078125,0.31875
520,regular,0.0578125,0.2109375,0.5640625,0.5328125
521,regular,0.0578125,0.2265625,0.4859375,0.7515625
522,regular,0.0578125,0.2546875,0.2984375,0.7265625
